Name,Nationality,Occupation,Affiliation,Ajah,Build,Clan,Current.status,Date.of.birth,Date.of.death,Eye.color,First.appeared,First.mentioned,Gender,Hair.color,Height,Last.appeared,Last.mentioned,Race,Rank,Sept,Society,Title,Weight
Naris Pelden,Andoran,Maid,Elayne Trakand,NA,Stocky,NA,Alive,NA,NA,NA,COT:12,NA,Female,NA,NA,KOD:35,NA,NA,NA,NA,NA,NA,NA
Narisse,Aiel,NA,NA,NA,NA,Jenn Aiel,Dead,NA,NA,"Green, deep-set",TSR:25,NA,Female,Graying,NA,TSR:25,NA,NA,NA,NA,NA,NA,NA
Narvais Maslin,Far Madding,NA,NA,NA,NA,NA,Alive,NA,NA,NA,WH:24,NA,Female,Gray,NA,WH:34,NA,NA,Counsel,NA,NA,NA,Slim
Nashia,Unknown nationality,NA,The Kin,NA,NA,NA,Alive,NA,NA,NA,TOM:52,NA,Female,NA,NA,TOM:52,NA,NA,NA,NA,NA,NA,NA
Nata,Seanchan,Servant,NA,NA,Bell-shaped,NA,Alive,NA,NA,NA,AMOL:19,NA,Female,Dark,Squat,AMOL:19,NA,NA,NA,NA,NA,NA,NA
Natasia,Saldaean,NA,White Tower,Blue Ajah,NA,NA,Alive,NA,NA,"Dark, Tilted",NS:12,NA,Female,NA,NA,NS:14,NA,NA,Aes Sedai,NA,NA,NA,NA
Natti Cauthon,Andoran,NA,Two Rivers,NA,NA,NA,Alive,956 NE[1],NA,NA,TEOTW:Ravens,NA,Female,NA,NA,TSR:45,AMOL:5,NA,NA,NA,NA,NA,NA
Nazelle,Kandori,NA,Kandor,NA,NA,NA,Alive,NA,NA,NA,NA,TPOD:Prologue,Female,NA,NA,NA,TPOD:Prologue,NA,NA,NA,NA,Lady,NA
Neain,Andoran,NA,Two Rivers,NA,NA,NA,Dead,NA,999 NE,NA,NA,TSR:29,Female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nedare Satarov,Kandori,Innkeeper,NA,NA,NA,NA,Alive,NA,NA,NA,NS:23,NA,Female,Glossy Black,NA,NS:23,NA,NA,NA,NA,NA,NA,NA
Neferi,Seanchan,NA,NA,NA,NA,NA,Dead,NA,998 NE,NA,NA,WH:14,Female,NA,NA,NA,NA,NA,Soe'feia,NA,NA,NA,NA
Negaine,Unknown nationality,NA,White Tower,Brown Ajah,Spindly,NA,Alive,NA,NA,NA,TGS:6,KOD:2,Female,NA,Tall,TGS:6,NA,NA,Aes Sedai,NA,NA,NA,NA
Negara,Andoran,NA,NA,NA,NA,NA,Alive,NA,NA,NA,TPOD:18,LOC:28,Female,NA,NA,TPOD:18,NA,NA,NA,NA,NA,Lady,NA
Neilyn,Unknown nationality,Entertainer,Valan Luca,NA,NA,NA,Alive,NA,NA,NA,WH:15,NA,Female,NA,NA,WH:15,NA,NA,NA,NA,NA,NA,NA
Nela al'Caar,Andoran,NA,Two Rivers,NA,NA,NA,Alive,NA,NA,NA,TSR:45,TGH:23,Female,"Gray, braided",NA,TSR:45,NA,NA,NA,NA,NA,NA,NA
Nela Thane,Andoran,NA,Two Rivers,NA,NA,NA,Alive,NA,NA,NA,NA,NA,Female,NA,NA,NA,TFOH:55,NA,NA,NA,NA,NA,NA
Nelavaire Demasiellin,Cairhienin,NA,White Tower,Green Ajah,NA,NA,Alive,850 NE,NA,NA,NA,TGS:31,Female,NA,NA,NA,TOM:15,NA,Aes Sedai,NA,NA,NA,NA
Nelein Matherin,Andoran,NA,House Matherin,NA,NA,NA,Dead,NA,NA,NA,NA,COT:10,Female,NA,NA,NA,NA,NA,Lady,NA,NA,Lady,NA
Nelsa,Altaran,NA,NA,NA,Slim,NA,Alive,NA,NA,NA,COT:29,NA,Female,NA,NA,NA,COT:29,NA,NA,NA,NA,NA,NA
Nemaira Eldros,Unknown nationality,NA,NA,NA,NA,NA,Dead,NA,NA,NA,NA,TWORJTWOT,Female,NA,NA,NA,TWORJTWOT,NA,Aes Sedai,NA,NA,NA,NA
Nemaris,Unknown nationality,NA,NA,NA,NA,NA,Alive,NA,NA,NA,NA,KOD:1,Female,NA,NA,NA,KOD:1,NA,NA,NA,NA,NA,NA
Nenci,Seanchan,Damane,NA,NA,NA,NA,Alive,NA,NA,NA,TGS:Prologue,NA,Female,NA,NA,TGS:Prologue,NA,NA,NA,NA,NA,NA,NA
Nerilea,Aiel,NA,Car'a'carn,NA,NA,Unknown clan,Alive,NA,NA,NA,ACOS:7,NA,Female,NA,NA,ACOS:7,NA,NA,NA,Unknown sept,Far Dareis Mai,NA,NA
Nerith,Seanchan,Sul'dam,Ever Victorious Army,NA,NA,NA,Alive,NA,NA,NA,TPOD:22,NA,Female,NA,NA,TPOD:23,NA,NA,NA,NA,NA,NA,NA
Nerrine,Aiel,NA,NA,NA,NA,Da'shain Aiel,Dead,NA,NA,NA,TSR:25,NA,Female,NA,NA,TSR:25,NA,NA,NA,NA,NA,NA,NA
Nesair,Aiel,NA,Car'a'carn,NA,NA,Shaido,Alive,NA,NA,NA,TPOD:27,NA,Female,NA,NA,TPOD:27,NA,NA,NA,Unknown sept,Far Dareis Mai,NA,NA
Nesita,Unknown nationality,NA,Black Ajah,Red Ajah,Plump,NA,Alive,NA,NA,Blue,KOD:24,NA,Female,NA,NA,TGS:18,TGS:Epilogue,NA,Aes Sedai,NA,NA,NA,NA
Nesta din Reas Two Moons,Atha'an Miere,NA,Atha'an Miere,NA,NA,NA,Dead,NA,1000 NE,Dark,ACOS:13,NA,Female,White,NA,ACOS:37,WH:14,NA,Mistress of the Ships,NA,NA,NA,NA
Nestelle din Sakura South Star,Atha'an Miere,NA,Atha'an Miere,NA,NA,NA,Alive,NA,NA,NA,WH:31,NA,Female,NA,NA,WH:31,COT:1,NA,Windfinder,NA,NA,NA,NA
Nesune Bihara,Kandori,NA,Dragon Reborn,Brown Ajah,Slender,NA,Alive,826 NE,NA,Almost black,LOC:Prologue,NA,Female,Dark,NA,AMOL:23,NA,NA,Aes Sedai,NA,NA,NA,NA
Nevarin,Aiel,Wise One,Perrin Aybara,NA,NA,Unknown clan,Alive,NA,NA,Green,ACOS:27,NA,Female,"Sandy, long",NA,TOM:4,NA,NA,NA,Unknown sept,NA,NA,NA
Neysa Ayellin,Andoran,NA,Two Rivers,NA,NA,NA,Alive,NA,NA,NA,TSR:42,NA,Female,"Gray, braided",NA,TSR:56,NA,NA,NA,NA,NA,Women's Circle Member,NA
Niande Moorwyn,Unknown nationality,NA,NA,Gray Ajah,Plump,NA,Alive,851 NE,NA,NA,ACOS:36,LOC:25,Female,Pale,NA,ACOS:36,NA,NA,Aes Sedai,NA,NA,NA,NA
Nianh,Unknown nationality,NA,White Tower,Unknown Ajah,NA,NA,Alive,NA,NA,NA,NA,TPOD:Prologue,Female,NA,NA,NA,TPOD:Prologue,NA,Aes Sedai,NA,NA,NA,NA
Nichil,Aiel,NA,Rand al'Thor,NA,NA,Unknown clan,Alive,NA,NA,NA,AMOL:5,NA,Female,Golden,Short,AMOL:5,NA,NA,NA,Unknown sept,Far Dareis Mai,NA,NA
Nicola Treehill,Ghealdanin,NA,White Tower,NA,Slender,NA,Dead,974 NE,1000 NE,"Black, big",TFOH:49,NA,Female,Dark,Average,TOM:38,NA,NA,Accepted,NA,NA,NA,NA
Nieda Sidoro,Illianer,Innkeeper,Moiraine Damodred,NA,Stout,NA,Alive,NA,NA,NA,TGH:9,NA,Female,NA,NA,TDR:44,NA,NA,NA,NA,NA,NA,NA
Niella,Aiel,Gai'shain,The Dragon Reborn,NA,NA,NA,Alive,NA,NA,Blue-green,TFOH:36,NA,Female,Dark reddish,NA,LOC:18,NA,NA,NA,NA,NA,NA,NA
Niere,Unknown nationality,NA,White Tower,Yellow Ajah,NA,NA,Alive,NA,NA,NA,NA,TOM:20,Female,NA,NA,NA,TOM:20,NA,Aes Sedai,NA,NA,NA,NA
Niko Tokama,NA,Inventor,NA,NA,NA,NA,Alive,NA,NA,NA,WH:Prologue,NA,Female,NA,NA,NA,WH:Prologue,NA,NA,NA,NA,NA,NA
Nildra,Unknown nationality,Maid,White Tower,NA,"Stick-like, wiry",NA,Alive,NA,NA,NA,LOC:8,NA,Female,Gray,NA,TPOD:18,NA,NA,NA,NA,NA,NA,NA
Nimri,Unknown nationality,NA,White Tower,Green Ajah,Petite,NA,Alive,NA,NA,NA,TOM:23,NA,Female,NA,NA,TOM:23,NA,NA,Aes Sedai,NA,NA,NA,NA
Niolle,Atha'an Miere,NA,Atha'an Miere,NA,NA,NA,Alive,NA,NA,NA,KOD:22,NA,Female,NA,NA,KOD:22,NA,NA,First Twelve,NA,NA,NA,NA
Nirelle Coidevwin,Cairhienin,NA,NA,Green Ajah,NA,NA,Dead,NA,419 NE,NA,NA,TWORJTWOT,Female,NA,NA,NA,TWORJTWOT,NA,Aes Sedai,NA,NA,Amyrlin Seat,NA
Nisain a'Cowel,Murandian,NA,White Tower,Gray Ajah,Gangly,NA,Alive,873 NE,NA,Startlingly blue,COT:19,NA,Female,NA,NA,COT:19,NA,NA,Aes Sedai,NA,NA,NA,NA
Nisao Dachen,Unknown nationality,NA,White Tower,Yellow Ajah,NA,NA,Alive,821 NE,NA,NA,TFOH:50,NA,Female,NA,Very Short,KOD:23,TGS:45,NA,Aes Sedai,NA,NA,NA,NA
Nissa,Unknown nationality,NA,White Tower,NA,NA,NA,Alive,NA,NA,NA,TOM:27,NA,Female,NA,NA,TOM:27,NA,NA,Accepted,NA,NA,NA,NA
Nisura,Shienaran,attendant,NA,NA,NA,NA,Alive,NA,NA,NA,TGH:8,NA,Female,NA,NA,TGH:8,NA,NA,NA,NA,NA,NA,NA
Noane Masadim,Unknown nationality,NA,NA,Blue Ajah,NA,NA,Dead,NA,973 NE,NA,NA,TWORJTWOT,Female,NA,NA,NA,TWORJTWOT,NA,Aes Sedai,NA,NA,Amyrlin Seat,NA
Norie,Seanchan,Damane,NA,NA,NA,NA,Alive,NA,NA,NA,KOD:4,NA,Female,NA,NA,KOD:4,NA,NA,NA,NA,NA,NA,NA
Norine Dovarna,Unknown nationality,NA,White Tower,White Ajah,NA,NA,Alive,NA,NA,Large,ACOS:Prologue,NA,Female,NA,NA,KOD:24,NA,NA,Aes Sedai,NA,NA,NA,NA
Norla,Black Hills,NA,NA,NA,NA,NA,Dead,NA,NA,NA,NA,WH:34,Female,NA,NA,NA,COT:23,NA,NA,NA,NA,NA,NA
Norlea,Aiel,Wise One,Sevanna,NA,NA,Shaido,Alive,NA,NA,NA,ACOS:Prologue,NA,Female,NA,NA,TPOD:11,NA,NA,NA,Unknown sept,NA,NA,NA
Norlesh,Aiel,Unknown occupation,NA,NA,NA,Unknown clan,Unknown,NA,NA,NA,NA,TOM:48,Female,NA,Tall,NA,NA,NA,NA,Unknown sept,NA,NA,NA
Nosinda,Aiel,Wise One,NA,NA,NA,Shaido,Alive,NA,NA,NA,NA,Wheel of Time Companion,Female,NA,NA,NA,NA,NA,NA,Unknown sept,NA,NA,NA
Notasha,Unknown nationality,NA,White Tower,Red Ajah,NA,NA,Alive,NA,NA,NA,TGS:41,NA,Female,NA,NA,TGS:41,NA,NA,Aes Sedai,NA,NA,NA,NA
Notori,Unknown nationality,NA,Black Ajah,Unknown Ajah,NA,NA,Dead,NA,1000 NE,NA,NA,TOM:37,Female,NA,NA,NA,TOM:37,NA,Aes Sedai,NA,NA,NA,NA
Nubei Peldovni,Arafellin,NA,White Tower,White Ajah,NA,NA,Alive,NA,NA,NA,NA,Wheel of Time Companion,Female,NA,NA,NA,NA,NA,Aes Sedai,NA,NA,NA,NA
Nyein din Kalede,Atha'an Miere,Librarian,White Tower,Brown Ajah,NA,NA,Alive,NA,NA,Dark,NA,WH:11,Female,Dark,NA,NA,COT:21,NA,Aes Sedai,NA,NA,NA,NA
Oncala,Aiel,NA,NA,NA,NA,Taardad,Foreseen,NA,NA,NA,TOM:49,NA,Female,NA,NA,TOM:49,NA,NA,NA,NA,Far Dareis Mai,Blood of the Dragon,NA
Osana,Domani,NA,NA,NA,NA,NA,Alive,NA,NA,NA,LOC:6,NA,Female,Dark,NA,LOC:6,COT:Prologue,NA,NA,NA,NA,Lady,NA
Oselle,Unknown nationality,NA,NA,NA,NA,NA,Dead,NA,NA,NA,NA,TSR:26,Female,"Long, black",NA,NA,TSR:26,NA,Aes Sedai (Age of Legends),NA,NA,NA,NA
Padra,Aiel,NA,NA,NA,NA,NA,Foreseen,NA,NA,NA,TOM:49,NA,Female,NA,NA,TOM:49,NA,NA,NA,NA,Far Dareis Mai,Child of the Dragon,NA
Parenia Demalle,Unknown nationality,NA,NA,Gray Ajah,NA,NA,Dead,NA,866 NE,NA,NA,TWORJTWOT,Female,NA,NA,NA,TWORJTWOT,NA,Aes Sedai,NA,NA,Amyrlin Seat,NA
Patrinda,Unknown nationality,NA,White Tower,Red Ajah,NA,NA,Alive,NA,NA,NA,TGS:25,NA,Female,NA,NA,TGS:25,NA,NA,Aes Sedai,NA,NA,NA,NA
Pedra,Unknown nationality,NA,White Tower,NA,Wiry,NA,Alive,NA,NA,NA,TGH:24,NA,Female,NA,Short,KOD:24,NA,NA,Accepted,NA,NA,NA,NA
Pelanna,Atha'an Miere,NA,Atha'an Miere,NA,NA,NA,Alive,NA,NA,NA,KOD:22,NA,Female,"Tightly curled, nearly all gray",NA,KOD:22,NA,NA,First Twelve,NA,NA,NA,NA
Pevara Tazanovni,Kandori,NA,White Tower,Red Ajah,Plump,NA,Alive,839 NE,NA,Dark,ACOS:32,NA,Female,NA,Short,AMOL:42,NA,NA,Aes Sedai,NA,NA,NA,NA
Phaedrine,Unknown nationality,NA,White Tower,Brown Ajah,Lean,NA,Alive,NA,NA,Brown,TFOH:50,NA,Female,Dark,NA,KOD:2,NA,NA,Aes Sedai,NA,NA,NA,NA
Piava,Unknown nationality,NA,White Tower,Unknown Ajah,NA,NA,Alive,NA,NA,NA,AMOL:18,NA,Female,NA,NA,AMOL:18,NA,NA,Aes Sedai,NA,NA,NA,NA
Pol,Unknown nationality,Servant,NA,NA,NA,NA,Alive,NA,NA,NA,ACOS:30,NA,Female,NA,NA,NA,TPOD:28,NA,NA,NA,NA,NA,NA
Pritalle Nerbaijan,Saldaean,NA,White Tower,Yellow Ajah,NA,NA,Alive,NA,NA,Green,COT:Prologue,NS:4,Female,NA,NA,KOD:24,NA,NA,Aes Sedai,NA,NA,NA,NA
Pylar,Unknown nationality,NA,White Tower,Brown Ajah,NA,NA,Alive,NA,NA,NA,AMOL:31,NA,Female,NA,NA,AMOL:31,NA,NA,Aes Sedai,NA,NA,NA,NA
Rabayn Marushta,Unknown nationality,NA,NA,White Ajah,NA,NA,Dead,NA,36 NE,NA,NA,TWORJTWOT,Female,NA,NA,NA,TWORJTWOT,NA,Aes Sedai,NA,NA,Amyrlin Seat,NA
Racelle Arovni,Kandori,Innkeeper,NA,NA,NA,NA,Alive,NA,NA,Dark,NS:16,NA,Female,Graying,Tall,NS:16,NA,NA,NA,NA,NA,NA,NA
Radhanan,Seanchan,NA,NA,NA,NA,NA,Dead,NA,1000 NE,NA,NA,TGH:29,Female,NA,NA,NA,NA,NA,Empress,NA,NA,Empress of Seanchan,NA
Raechin Connoral,Unknown nationality,Sitter,White Tower,Red Ajah,NA,NA,Alive,NA,NA,NA,TOM:27,NA,Female,Dark,Tall,AMOL:37,NA,NA,Aes Sedai,NA,NA,NA,NA
Raemassa,Unknown nationality,NA,NA,Unknown Ajah,NA,NA,Alive,NA,NA,NA,AMOL:20,NA,Female,NA,NA,AMOL:20,NA,NA,Aes Sedai,NA,NA,NA,NA
Rafela Cindal,Tairen,NA,White Tower,Blue Ajah,Plump,NA,Alive,948 NE,NA,NA,NS:11,NA,Female,Dark,NA,KOD:21,AMOL:40,NA,Aes Sedai,NA,NA,NA,NA
Rahema Arnon,Altaran,Merchant,NA,NA,NA,NA,Alive,NA,NA,Haggard,COT:26,NA,Female,NA,NA,COT:26,NA,NA,NA,NA,NA,NA,NA
Rahvin's Pet Aes Sedai,NA,NA,White Tower,Red Ajah,NA,NA,Alive,NA,NA,Brown,TFOH:Prologue,NA,Female,NA,NA,TFOH:Prologue,LOC:1,NA,Aes Sedai,NA,NA,NA,NA
Rainyn din Burun,Atha'an Miere,NA,Atha'an Miere,NA,NA,NA,Alive,NA,NA,NA,TPOD:2,NA,Female,NA,NA,KOD:33,NA,NA,Windfinder,NA,NA,NA,NA
Ramesa,Arafellin,NA,White Tower,White Ajah,Slender,NA,Alive,NA,NA,NA,KOD:Prologue,NA,Female,NA,Tall,KOD:Prologue,NA,NA,Aes Sedai,NA,NA,NA,NA
Ramola,Unknown nationality,NA,Black Ajah,Unknown Ajah,NA,NA,Alive,NA,NA,NA,TOM:38,NA,Female,NA,NA,TOM:38,NA,NA,Aes Sedai,NA,NA,NA,NA
Rana,Andoran,Seamstress,NA,NA,NA,NA,Alive,NA,NA,NA,NA,LOC:Prologue,Female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rashima Kerenmosa,Unknown nationality,NA,White Tower,Green Ajah,NA,NA,Dead,1150 AB,1301 AB,NA,NA,LOC:49,Female,NA,NA,NA,NA,NA,Aes Sedai,NA,NA,Amyrlin Seat,NA
Rasoria Domanche,Tairen,Soldier,Queen's Guard,NA,Stocky,NA,Alive,NA,NA,Blue,WH:26,NA,Female,Yellow,NA,COT:14,NA,NA,NA,NA,NA,NA,NA
Ravashi,Seanchan,NA,NA,NA,NA,NA,Dead,NA,1000 NE,NA,NA,KOD:11,Female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Razina Hazzan,Saldaean,NA,White Tower,Brown Ajah,NA,NA,Alive,NA,NA,NA,NA,The Wheel of Time Companion,Female,NA,NA,NA,NA,NA,Aes Sedai,NA,NA,NA,NA
Reale,Cairhienin,Maid,Colavaere Saighan,NA,NA,NA,Alive,NA,NA,NA,ACOS:5,NA,Female,NA,NA,ACOS:5,NA,NA,NA,NA,NA,NA,NA
Reanne Corly,Unknown nationality,NA,The Kin,NA,NA,NA,Dead,588 NE,1000 NE,Blue,ACOS:23,ACOS:22,Female,Gray,NA,KOD:14,KOD:17,NA,Elder,NA,NA,Eldest,NA
Reene Harfor,Andoran,First Maid,House Trakand,NA,Slightly Plump,NA,Unknown,NA,NA,NA,LOC:10,NA,Female,Graying,NA,KOD:35,NA,NA,NA,NA,NA,NA,NA
Reiko Kerevon,Arafellin,NA,White Tower,Blue Ajah,Stout,NA,Alive,827 NE,NA,NA,COT:19,NA,Female,"Long, Dark",NA,COT:19,NA,NA,Aes Sedai,NA,NA,NA,NA
Renaile din Calon Blue Star,Atha'an Miere,NA,Atha'an Miere,NA,NA,NA,Alive,NA,NA,NA,ACOS:39,NA,Female,"Dark, with wings of white",NA,TOM:36,NA,NA,Windfinder,NA,NA,NA,NA
Renala Merlon,Unknown nationality,NA,NA,Unknown Ajah,NA,NA,Dead,NA,NA,NA,NA,TGS:16,Female,NA,NA,NA,NA,NA,Aes Sedai,NA,NA,NA,NA
Rendra,Taraboner,Innkeeper,Tarabon,NA,NA,NA,Alive,NA,NA,Brown,TSR:39,NA,Female,Honey-colored,NA,TSR:55,NA,NA,NA,NA,NA,NA,NA
Renna Emain,Seanchan,Sul'dam,NA,NA,NA,NA,Dead,NA,1000 NE,"Big, brown",TGH:40,NA,Female,"Long, brown",Short,COT:29,AMOL:26,NA,NA,NA,NA,NA,NA
Resara,Domani,Merchant,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,TFOH:1,Female,NA,NA,NA,TFOH:1,NA,NA,NA,NA,NA,NA
Rhea,Aiel,NA,NA,NA,NA,Da'shain Aiel,Dead,NA,NA,NA,NA,NA,Female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhea Avin,Andoran,NA,Two Rivers,NA,NA,NA,Alive,NA,NA,NA,LOC:Prologue,NA,Female,"Dark, waist-length braid",NA,LOC:Prologue,NA,NA,NA,NA,NA,NA,NA
Rhiale,Aiel,Wise One,Sevanna,NA,NA,Shaido,Alive,NA,NA,NA,ACOS:Prologue,NA,Female,Flame,NA,KOD:5,NA,NA,NA,Unknown sept,NA,NA,NA
Rhian,Aiel,NA,Car'a'carn,NA,NA,Unknown clan,Alive,NA,NA,NA,TGH:35,NA,Female,Red,NA,TGH:35,NA,NA,NA,Unknown sept,Far Dareis Mai,NA,NA
Rhiannon,Unknown nationality,NA,NA,NA,NA,NA,Dead,NA,NA,NA,NA,ACOS:24,Female,NA,NA,NA,NA,NA,Queen,NA,NA,NA,NA
Riallin,Aiel,NA,Car'a'carn,NA,A little plump,Unknown clan,Alive,NA,NA,NA,ACOS:18,NA,Female,Yellow-red,NA,TGS:29,NA,NA,NA,Unknown sept,NA,NA,NA
Rianna Andomeran,Kandori,Dreadlord,Black Ajah,White Ajah,NA,NA,Alive,NA,NA,NA,TDR:51,TDR:25,Female,"Black, streak of white",NA,AMOL:42,AMOL:42,NA,Aes Sedai,NA,NA,NA,NA
Rilith,Ghealdanin,NA,NA,NA,NA,NA,Alive,NA,NA,NA,NA,TDR:8,Female,NA,NA,NA,TDR:8,NA,NA,NA,NA,NA,NA
Rina Hafden,Amadician,Sitter,White Tower,Green Ajah,Stocky,NA,Alive,923 NE,NA,NA,NS:7,NA,Female,NA,NA,TOM:27,NA,NA,Aes Sedai,NA,NA,NA,NA
Riselle,Altaran,Maid,NA,NA,NA,NA,Alive,NA,NA,NA,ACOS:29,NA,Female,NA,NA,WH:30,NA,NA,NA,NA,NA,NA,NA
Rodera,Aiel,Gai'shain,NA,NA,NA,Shaido,Alive,NA,NA,NA,LOC:24,NA,Female,NA,NA,LOC:25,NA,NA,NA,Unknown sept,Far Dareis Mai,NA,NA
Romanda Cassin,Far Madding,Sitter,White Tower,Yellow Ajah,NA,NA,Dead,726 NE,1000 NE,Dark,LOC:15,NA,Female,Gray,NA,AMOL:20,NA,NA,Aes Sedai,NA,NA,First Weaver,NA
Romera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ronaille Vevanios,Illianer,NA,The Dragon Reborn,White Ajah,NA,NA,Alive,NA,NA,NA,LOC:55,NA,Female,NA,NA,LOC:55,KOD:Prologue,NA,Aes Sedai,NA,NA,NA,NA
Ronde Macura,Amadician,Seamstress,Seanchan,NA,NA,NA,Alive,NA,NA,NA,TFOH:9,NA,Female,Dark,NA,WH:14,KOD:31,NA,NA,NA,NA,NA,NA
Ronelle,Unknown nationality,NA,White Tower,NA,NA,NA,Alive,NA,NA,NA,LOC:14,NA,Female,NA,NA,LOC:14,NA,NA,Accepted,NA,NA,NA,NA
Roon,Ghealdanin,Healer,NA,NA,NA,NA,Alive,NA,NA,NA,NA,TDR:8,Female,NA,NA,NA,TDR:8,NA,NA,NA,NA,Wisdom,NA
Rosala,Seanchan,Servant,NA,NA,NA,NA,Alive,NA,NA,NA,NA,KOD:Prologue,Female,NA,NA,NA,KOD:Prologue,NA,NA,NA,NA,NA,NA
Rosana,Tairen,NA,The Dragon Reborn,NA,Lean,NA,Alive,NA,NA,Blue,TPOD:13,NA,Female,NA,NA,TPOD:21,NA,NA,NA,NA,NA,High Lady of Tear,NA
Rosara Medrano,Tairen,NA,Unaligned sisters,Brown Ajah,NA,NA,Alive,NA,NA,NA,COT:Prologue,NA,Female,Black,Tall,COT:Prologue,NA,NA,Aes Sedai,NA,NA,NA,NA
Rosel of Essam,Essenian,Author,NA,NA,NA,NA,Dead,NA,NA,NA,NA,21,Female,NA,NA,NA,21,NA,NA,NA,NA,NA,NA
Rosene,Mayener,Maid,NA,NA,NA,NA,Alive,NA,NA,NA,WH:5,NA,Female,NA,NA,COT:7,NA,NA,NA,NA,NA,NA,NA
Rosil,Unknown nationality,NA,White Tower,Yellow Ajah,"Slender, lanky",NA,Alive,NA,NA,NA,TOM:20,NA,Female,NA,NA,AMOL:37,NA,NA,Aes Sedai,NA,NA,Mistress of Novices,NA
Rubinde Acedone,Mayener,Sitter,White Tower,Green Ajah,Sturdy,NA,Alive,853 NE,NA,"Blue, like sapphires",TPOD:25,NA,Female,Very dark,NA,AMOL:Epilogue,NA,NA,Aes Sedai,NA,NA,NA,NA
Ryma Galfrey,Unknown nationality,Damane,Seanchan,Yellow Ajah,Slim,NA,Alive,902 NE,NA,Blue,NS:11,NS:6,Female,Dark,NA,WH:28,NA,NA,Aes Sedai,NA,NA,NA,NA
Rysael din Yulan,Atha'an Miere,NA,Atha'an Miere,NA,NA,NA,Alive,NA,NA,NA,TPOD:5,NA,Female,NA,NA,KOD:33,NA,NA,Windfinder,NA,NA,NA,NA
Rabayn Marushta,Unknown nationality,NA,NA,White Ajah,NA,NA,Dead,NA,36 NE,NA,NA,TWORJTWOT,Female,NA,NA,NA,TWORJTWOT,NA,Aes Sedai,NA,NA,Amyrlin Seat,NA
Racelle Arovni,Kandori,Innkeeper,NA,NA,NA,NA,Alive,NA,NA,Dark,NS:16,NA,Female,Graying,Tall,NS:16,NA,NA,NA,NA,NA,NA,NA
Radhanan,Seanchan,NA,NA,NA,NA,NA,Dead,NA,1000 NE,NA,NA,TGH:29,Female,NA,NA,NA,NA,NA,Empress,NA,NA,Empress of Seanchan,NA
Raechin Connoral,Unknown nationality,Sitter,White Tower,Red Ajah,NA,NA,Alive,NA,NA,NA,TOM:27,NA,Female,Dark,Tall,AMOL:37,NA,NA,Aes Sedai,NA,NA,NA,NA
Raemassa,Unknown nationality,NA,NA,Unknown Ajah,NA,NA,Alive,NA,NA,NA,AMOL:20,NA,Female,NA,NA,AMOL:20,NA,NA,Aes Sedai,NA,NA,NA,NA
Rafela Cindal,Tairen,NA,White Tower,Blue Ajah,Plump,NA,Alive,948 NE,NA,NA,NS:11,NA,Female,Dark,NA,KOD:21,AMOL:40,NA,Aes Sedai,NA,NA,NA,NA
Rahema Arnon,Altaran,Merchant,NA,NA,NA,NA,Alive,NA,NA,Haggard,COT:26,NA,Female,NA,NA,COT:26,NA,NA,NA,NA,NA,NA,NA
Rahvin's Pet Aes Sedai,NA,NA,White Tower,Red Ajah,NA,NA,Alive,NA,NA,Brown,TFOH:Prologue,NA,Female,NA,NA,TFOH:Prologue,LOC:1,NA,Aes Sedai,NA,NA,NA,NA
Rainyn din Burun,Atha'an Miere,NA,Atha'an Miere,NA,NA,NA,Alive,NA,NA,NA,TPOD:2,NA,Female,NA,NA,KOD:33,NA,NA,Windfinder,NA,NA,NA,NA
Ramesa,Arafellin,NA,White Tower,White Ajah,Slender,NA,Alive,NA,NA,NA,KOD:Prologue,NA,Female,NA,Tall,KOD:Prologue,NA,NA,Aes Sedai,NA,NA,NA,NA
Ramola,Unknown nationality,NA,Black Ajah,Unknown Ajah,NA,NA,Alive,NA,NA,NA,TOM:38,NA,Female,NA,NA,TOM:38,NA,NA,Aes Sedai,NA,NA,NA,NA
Rana,Andoran,Seamstress,NA,NA,NA,NA,Alive,NA,NA,NA,NA,LOC:Prologue,Female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rashima Kerenmosa,Unknown nationality,NA,White Tower,Green Ajah,NA,NA,Dead,1150 AB,1301 AB,NA,NA,LOC:49,Female,NA,NA,NA,NA,NA,Aes Sedai,NA,NA,Amyrlin Seat,NA
Rasoria Domanche,Tairen,Soldier,Queen's Guard,NA,Stocky,NA,Alive,NA,NA,Blue,WH:26,NA,Female,Yellow,NA,COT:14,NA,NA,NA,NA,NA,NA,NA
Ravashi,Seanchan,NA,NA,NA,NA,NA,Dead,NA,1000 NE,NA,NA,KOD:11,Female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Razina Hazzan,Saldaean,NA,White Tower,Brown Ajah,NA,NA,Alive,NA,NA,NA,NA,The Wheel of Time Companion,Female,NA,NA,NA,NA,NA,Aes Sedai,NA,NA,NA,NA
