Book,Chapter,Character,Word Count,Percentage,pov_combined,flag
A Memory of Light,Ch37: The Last Battle ,Tam al'Thor,260,"0,07%","Lan Mandragoran,Elayne Trakand,Uno Nomesta,Logain Ablar,Gawyn Trakand,Tam al'Thor,Pevara,Matrim Cauthon,Galad Damodred,Rand al'Thor,Egwene al'Vere,Gawyn Trakand,Faile,Perrin Aybara,Androl Genhald,Rhuarc,Rand al'Thor,Silviana Brehon,Elayne Trakand,Matrim Cauthon,Min Farshaw,Egwene al'Vere,Demandred,Rand al'Thor,Juilin Sandar,Pevara,Galad Damodred,Egwene al'Vere,Tam al'Thor,Fortuona,Rand al'Thor,Matrim Cauthon,Tam al'Thor,Elayne Trakand,Galad Damodred,Nynaeve al'Meara,Matrim Cauthon,Egwene al'Vere,Galad Damodred,Androl Genhald,Gerard Arganda,Rand al'Thor,Matrim Cauthon,Olver,Leane Sharif,Talmanes,Faile,Logain Ablar,Egwene al'Vere,Ila,Olver,Logain Ablar,Egwene al'Vere,Hurin,Berelain,Rand al'Thor,Mazrim Taim,Elayne Trakand,Rand al'Thor,Min Farshaw,Egwene al'Vere,Rand al'Thor,Leane Sharif,Berelain,Matrim Cauthon,Olver,Loial,Tam al'Thor",
A Memory of Light,Ch37: The Last Battle ,Lan Mandragoran,628,"0,17%","Lan Mandragoran,Elayne Trakand,Uno Nomesta,Logain Ablar,Gawyn Trakand,Tam al'Thor,Pevara,Matrim Cauthon,Galad Damodred,Rand al'Thor,Egwene al'Vere,Gawyn Trakand,Faile,Perrin Aybara,Androl Genhald,Rhuarc,Rand al'Thor,Silviana Brehon,Elayne Trakand,Matrim Cauthon,Min Farshaw,Egwene al'Vere,Demandred,Rand al'Thor,Juilin Sandar,Pevara,Galad Damodred,Egwene al'Vere,Tam al'Thor,Fortuona,Rand al'Thor,Matrim Cauthon,Tam al'Thor,Elayne Trakand,Galad Damodred,Nynaeve al'Meara,Matrim Cauthon,Egwene al'Vere,Galad Damodred,Androl Genhald,Gerard Arganda,Rand al'Thor,Matrim Cauthon,Olver,Leane Sharif,Talmanes,Faile,Logain Ablar,Egwene al'Vere,Ila,Olver,Logain Ablar,Egwene al'Vere,Hurin,Berelain,Rand al'Thor,Mazrim Taim,Elayne Trakand,Rand al'Thor,Min Farshaw,Egwene al'Vere,Rand al'Thor,Leane Sharif,Berelain,Matrim Cauthon,Olver,Loial,Tam al'Thor,Lan Mandragoran",
A Memory of Light,Ch37: The Last Battle ,Min Farshaw,111,"0,03%","Lan Mandragoran,Elayne Trakand,Uno Nomesta,Logain Ablar,Gawyn Trakand,Tam al'Thor,Pevara,Matrim Cauthon,Galad Damodred,Rand al'Thor,Egwene al'Vere,Gawyn Trakand,Faile,Perrin Aybara,Androl Genhald,Rhuarc,Rand al'Thor,Silviana Brehon,Elayne Trakand,Matrim Cauthon,Min Farshaw,Egwene al'Vere,Demandred,Rand al'Thor,Juilin Sandar,Pevara,Galad Damodred,Egwene al'Vere,Tam al'Thor,Fortuona,Rand al'Thor,Matrim Cauthon,Tam al'Thor,Elayne Trakand,Galad Damodred,Nynaeve al'Meara,Matrim Cauthon,Egwene al'Vere,Galad Damodred,Androl Genhald,Gerard Arganda,Rand al'Thor,Matrim Cauthon,Olver,Leane Sharif,Talmanes,Faile,Logain Ablar,Egwene al'Vere,Ila,Olver,Logain Ablar,Egwene al'Vere,Hurin,Berelain,Rand al'Thor,Mazrim Taim,Elayne Trakand,Rand al'Thor,Min Farshaw,Egwene al'Vere,Rand al'Thor,Leane Sharif,Berelain,Matrim Cauthon,Olver,Loial,Tam al'Thor,Lan Mandragoran,Min Farshaw",
A Memory of Light,Ch37: The Last Battle ,Rand al'Thor,60,"0,02%","Lan Mandragoran,Elayne Trakand,Uno Nomesta,Logain Ablar,Gawyn Trakand,Tam al'Thor,Pevara,Matrim Cauthon,Galad Damodred,Rand al'Thor,Egwene al'Vere,Gawyn Trakand,Faile,Perrin Aybara,Androl Genhald,Rhuarc,Rand al'Thor,Silviana Brehon,Elayne Trakand,Matrim Cauthon,Min Farshaw,Egwene al'Vere,Demandred,Rand al'Thor,Juilin Sandar,Pevara,Galad Damodred,Egwene al'Vere,Tam al'Thor,Fortuona,Rand al'Thor,Matrim Cauthon,Tam al'Thor,Elayne Trakand,Galad Damodred,Nynaeve al'Meara,Matrim Cauthon,Egwene al'Vere,Galad Damodred,Androl Genhald,Gerard Arganda,Rand al'Thor,Matrim Cauthon,Olver,Leane Sharif,Talmanes,Faile,Logain Ablar,Egwene al'Vere,Ila,Olver,Logain Ablar,Egwene al'Vere,Hurin,Berelain,Rand al'Thor,Mazrim Taim,Elayne Trakand,Rand al'Thor,Min Farshaw,Egwene al'Vere,Rand al'Thor,Leane Sharif,Berelain,Matrim Cauthon,Olver,Loial,Tam al'Thor,Lan Mandragoran,Min Farshaw,Rand al'Thor",
A Memory of Light,Ch37: The Last Battle ,Lan Mandragoran,811,"0,23%","Lan Mandragoran,Elayne Trakand,Uno Nomesta,Logain Ablar,Gawyn Trakand,Tam al'Thor,Pevara,Matrim Cauthon,Galad Damodred,Rand al'Thor,Egwene al'Vere,Gawyn Trakand,Faile,Perrin Aybara,Androl Genhald,Rhuarc,Rand al'Thor,Silviana Brehon,Elayne Trakand,Matrim Cauthon,Min Farshaw,Egwene al'Vere,Demandred,Rand al'Thor,Juilin Sandar,Pevara,Galad Damodred,Egwene al'Vere,Tam al'Thor,Fortuona,Rand al'Thor,Matrim Cauthon,Tam al'Thor,Elayne Trakand,Galad Damodred,Nynaeve al'Meara,Matrim Cauthon,Egwene al'Vere,Galad Damodred,Androl Genhald,Gerard Arganda,Rand al'Thor,Matrim Cauthon,Olver,Leane Sharif,Talmanes,Faile,Logain Ablar,Egwene al'Vere,Ila,Olver,Logain Ablar,Egwene al'Vere,Hurin,Berelain,Rand al'Thor,Mazrim Taim,Elayne Trakand,Rand al'Thor,Min Farshaw,Egwene al'Vere,Rand al'Thor,Leane Sharif,Berelain,Matrim Cauthon,Olver,Loial,Tam al'Thor,Lan Mandragoran,Min Farshaw,Rand al'Thor,Lan Mandragoran",1
A Memory of Light,Ch38: The Place That Was Not,Rand al'Thor,539,"0,15%",Rand al'Thor,
A Memory of Light,Ch38: The Place That Was Not,Shendla,65,"0,02%","Rand al'Thor,Shendla",
A Memory of Light,Ch38: The Place That Was Not,Rand al'Thor,449,"0,12%","Rand al'Thor,Shendla,Rand al'Thor",
A Memory of Light,Ch38: The Place That Was Not,Loial,145,"0,04%","Rand al'Thor,Shendla,Rand al'Thor,Loial",1
A Memory of Light,Ch39: Those Who Fight,Rand al'Thor,513,"0,14%",Rand al'Thor,
A Memory of Light,Ch39: Those Who Fight,Matrim Cauthon,141,"0,04%","Rand al'Thor,Matrim Cauthon",
A Memory of Light,Ch39: Those Who Fight,Rand al'Thor,21,"0,01%","Rand al'Thor,Matrim Cauthon,Rand al'Thor",
A Memory of Light,Ch39: Those Who Fight,Matrim Cauthon,101,"0,03%","Rand al'Thor,Matrim Cauthon,Rand al'Thor,Matrim Cauthon",
A Memory of Light,Ch39: Those Who Fight,Rand al'Thor,40,"0,01%","Rand al'Thor,Matrim Cauthon,Rand al'Thor,Matrim Cauthon,Rand al'Thor",
A Memory of Light,Ch39: Those Who Fight,Olver,48,"0,01%","Rand al'Thor,Matrim Cauthon,Rand al'Thor,Matrim Cauthon,Rand al'Thor,Olver",
A Memory of Light,Ch39: Those Who Fight,Matrim Cauthon,159,"0,04%","Rand al'Thor,Matrim Cauthon,Rand al'Thor,Matrim Cauthon,Rand al'Thor,Olver,Matrim Cauthon",
A Memory of Light,Ch39: Those Who Fight,Elayne Trakand,361,"0,10%","Rand al'Thor,Matrim Cauthon,Rand al'Thor,Matrim Cauthon,Rand al'Thor,Olver,Matrim Cauthon,Elayne Trakand",
A Memory of Light,Ch39: Those Who Fight,Matrim Cauthon,1368,"0,38%","Rand al'Thor,Matrim Cauthon,Rand al'Thor,Matrim Cauthon,Rand al'Thor,Olver,Matrim Cauthon,Elayne Trakand,Matrim Cauthon",
A Memory of Light,Ch39: Those Who Fight,Olver,312,"0,09%","Rand al'Thor,Matrim Cauthon,Rand al'Thor,Matrim Cauthon,Rand al'Thor,Olver,Matrim Cauthon,Elayne Trakand,Matrim Cauthon,Olver",1
A Memory of Light,Ch40: Wolfbrother,Elayne Trakand,435,"0,12%",Elayne Trakand,
A Memory of Light,Ch40: Wolfbrother,Aviendha,1304,"0,36%","Elayne Trakand,Aviendha",
A Memory of Light,Ch40: Wolfbrother,Elayne Trakand,560,"0,16%","Elayne Trakand,Aviendha,Elayne Trakand",
A Memory of Light,Ch40: Wolfbrother,Matrim Cauthon,721,"0,20%","Elayne Trakand,Aviendha,Elayne Trakand,Matrim Cauthon",
A Memory of Light,Ch40: Wolfbrother,Jur Grady,833,"0,23%","Elayne Trakand,Aviendha,Elayne Trakand,Matrim Cauthon,Jur Grady",1
A Memory of Light,Ch41: A Smile,Pevara,638,"0,18%",Pevara,
A Memory of Light,Ch41: A Smile,Moghedien,1034,"0,29%","Pevara,Moghedien",
A Memory of Light,Ch41: A Smile,Talmanes,304,"0,08%","Pevara,Moghedien,Talmanes",1
A Memory of Light,Ch42: Impossibilities,Aviendha,1087,"0,30%",Aviendha,
A Memory of Light,Ch42: Impossibilities,Atal Mishraile,1423,"0,39%","Aviendha,Atal Mishraile",
A Memory of Light,Ch42: Impossibilities,Pevara,367,"0,10%","Aviendha,Atal Mishraile,Pevara",
A Memory of Light,Ch42: Impossibilities,Aviendha,560,"0,16%","Aviendha,Atal Mishraile,Pevara,Aviendha",1
A Memory of Light,Ch43: A Field of Glass,Logain Ablar,862,"0,24%",Logain Ablar,
A Memory of Light,Ch43: A Field of Glass,Matrim Cauthon,1287,"0,36%","Logain Ablar,Matrim Cauthon",
A Memory of Light,Ch43: A Field of Glass,Rand al'Thor,384,"0,11%","Logain Ablar,Matrim Cauthon,Rand al'Thor",
A Memory of Light,Ch43: A Field of Glass,Aviendha,444,"0,12%","Logain Ablar,Matrim Cauthon,Rand al'Thor,Aviendha",1
A Memory of Light,Ch44: Two Craftsmen,Perrin Aybara,2634,"0,73%",Perrin Aybara,
A Memory of Light,Ch44: Two Craftsmen,Thom Merrilin,1632,"0,45%","Perrin Aybara,Thom Merrilin",1
A Memory of Light,Ch45: Tendrils of Mist,Matrim Cauthon,427,"0,12%",Matrim Cauthon,
A Memory of Light,Ch45: Tendrils of Mist,Shaisam,587,"0,16%","Matrim Cauthon,Shaisam",
A Memory of Light,Ch45: Tendrils of Mist,Gaul,920,"0,26%","Matrim Cauthon,Shaisam,Gaul",
A Memory of Light,Ch45: Tendrils of Mist,Matrim Cauthon,1120,"0,31%","Matrim Cauthon,Shaisam,Gaul,Matrim Cauthon",1
A Memory of Light,Ch46: To Awaken,Rand al'Thor,143,"0,04%",Rand al'Thor,
A Memory of Light,Ch46: To Awaken,Nynaeve al'Meara,256,"0,07%","Rand al'Thor,Nynaeve al'Meara",
A Memory of Light,Ch46: To Awaken,Perrin Aybara,1950,"0,54%","Rand al'Thor,Nynaeve al'Meara,Perrin Aybara",
A Memory of Light,Ch46: To Awaken,Matrim Cauthon,483,"0,13%","Rand al'Thor,Nynaeve al'Meara,Perrin Aybara,Matrim Cauthon",1
A Memory of Light,Ch47: Watching the Flow Writhe,Aviendha,425,"0,12%",Aviendha,
A Memory of Light,Ch47: Watching the Flow Writhe,Shaisam,173,"0,05%","Aviendha,Shaisam",
A Memory of Light,Ch47: Watching the Flow Writhe,Perrin Aybara,422,"0,12%","Aviendha,Shaisam,Perrin Aybara",
A Memory of Light,Ch47: Watching the Flow Writhe,Rand al'Thor,512,"0,14%","Aviendha,Shaisam,Perrin Aybara,Rand al'Thor",1
A Memory of Light,Ch48: A Brilliant Lance,Elayne Trakand,150,"0,04%",Elayne Trakand,
A Memory of Light,Ch48: A Brilliant Lance,Thom Merrilin,61,"0,02%","Elayne Trakand,Thom Merrilin",
A Memory of Light,Ch48: A Brilliant Lance,Min Farshaw,85,"0,02%","Elayne Trakand,Thom Merrilin,Min Farshaw",
A Memory of Light,Ch48: A Brilliant Lance,Aviendha,155,"0,04%","Elayne Trakand,Thom Merrilin,Min Farshaw,Aviendha",
A Memory of Light,Ch48: A Brilliant Lance,Logain Ablar,356,"0,10%","Elayne Trakand,Thom Merrilin,Min Farshaw,Aviendha,Logain Ablar",1
A Memory of Light,Ch49: Light and Shadow,Perrin Aybara,1074,"0,30%",Perrin Aybara,
A Memory of Light,Ch49: Light and Shadow,Rand al'Thor,421,"0,12%","Perrin Aybara,Rand al'Thor",
A Memory of Light,Ch49: Light and Shadow,Moiraine Damodred,162,"0,05%","Perrin Aybara,Rand al'Thor,Moiraine Damodred",1
A Memory of Light,Epiloque: To See the Answer,Rand al'Thor,184,"0,05%",Rand al'Thor,
A Memory of Light,Epiloque: To See the Answer,Matrim Cauthon,182,"0,05%","Rand al'Thor,Matrim Cauthon",
A Memory of Light,Epiloque: To See the Answer,Perrin Aybara,1025,"0,28%","Rand al'Thor,Matrim Cauthon,Perrin Aybara",
A Memory of Light,Epiloque: To See the Answer,Loial,872,"0,24%","Rand al'Thor,Matrim Cauthon,Perrin Aybara,Loial",
A Memory of Light,Epiloque: To See the Answer,Matrim Cauthon,372,"0,10%","Rand al'Thor,Matrim Cauthon,Perrin Aybara,Loial,Matrim Cauthon",
A Memory of Light,Epiloque: To See the Answer,Perrin Aybara,167,"0,05%","Rand al'Thor,Matrim Cauthon,Perrin Aybara,Loial,Matrim Cauthon,Perrin Aybara",
A Memory of Light,Epiloque: To See the Answer,Moghedien,413,"0,11%","Rand al'Thor,Matrim Cauthon,Perrin Aybara,Loial,Matrim Cauthon,Perrin Aybara,Moghedien",
A Memory of Light,Epiloque: To See the Answer,Nynaeve al'Meara,472,"0,13%","Rand al'Thor,Matrim Cauthon,Perrin Aybara,Loial,Matrim Cauthon,Perrin Aybara,Moghedien,Nynaeve al'Meara",
A Memory of Light,Epiloque: To See the Answer,Perrin Aybara,633,"0,18%","Rand al'Thor,Matrim Cauthon,Perrin Aybara,Loial,Matrim Cauthon,Perrin Aybara,Moghedien,Nynaeve al'Meara,Perrin Aybara",
A Memory of Light,Epiloque: To See the Answer,Birgitte,357,"0,10%","Rand al'Thor,Matrim Cauthon,Perrin Aybara,Loial,Matrim Cauthon,Perrin Aybara,Moghedien,Nynaeve al'Meara,Perrin Aybara,Birgitte",
A Memory of Light,Epiloque: To See the Answer,Tam al'Thor,262,"0,07%","Rand al'Thor,Matrim Cauthon,Perrin Aybara,Loial,Matrim Cauthon,Perrin Aybara,Moghedien,Nynaeve al'Meara,Perrin Aybara,Birgitte,Tam al'Thor",
A Memory of Light,Epiloque: To See the Answer,Min Farshaw,615,"0,17%","Rand al'Thor,Matrim Cauthon,Perrin Aybara,Loial,Matrim Cauthon,Perrin Aybara,Moghedien,Nynaeve al'Meara,Perrin Aybara,Birgitte,Tam al'Thor,Min Farshaw",
A Memory of Light,Epiloque: To See the Answer,Rand al'Thor,708,"0,20%","Rand al'Thor,Matrim Cauthon,Perrin Aybara,Loial,Matrim Cauthon,Perrin Aybara,Moghedien,Nynaeve al'Meara,Perrin Aybara,Birgitte,Tam al'Thor,Min Farshaw,Rand al'Thor",
A Memory of Light,Epiloque: To See the Answer,Cadsuane Melaidhrin,180,"0,05%","Rand al'Thor,Matrim Cauthon,Perrin Aybara,Loial,Matrim Cauthon,Perrin Aybara,Moghedien,Nynaeve al'Meara,Perrin Aybara,Birgitte,Tam al'Thor,Min Farshaw,Rand al'Thor,Cadsuane Melaidhrin",
A Memory of Light,Epiloque: To See the Answer,Rand al'Thor,708,"0,20%","Rand al'Thor,Matrim Cauthon,Perrin Aybara,Loial,Matrim Cauthon,Perrin Aybara,Moghedien,Nynaeve al'Meara,Perrin Aybara,Birgitte,Tam al'Thor,Min Farshaw,Rand al'Thor,Cadsuane Melaidhrin,Rand al'Thor",
A Memory of Light,Epiloque: To See the Answer,Quote,182,"0,05%","Rand al'Thor,Matrim Cauthon,Perrin Aybara,Loial,Matrim Cauthon,Perrin Aybara,Moghedien,Nynaeve al'Meara,Perrin Aybara,Birgitte,Tam al'Thor,Min Farshaw,Rand al'Thor,Cadsuane Melaidhrin,Rand al'Thor,Quote",1
